	mz	charged_formula	selectivity	neutral_formula_mass	ion_relation
C28H23N4O17S4_814.993591	814.993591	C28H23N4O17S4		C28H20N4O16S4_795.975715	M+H2O+H[1+]
C14H35N3Na_268.272374	268.272374	C14H35N3Na		C14H35N3_245.283098	M+Na[1+]
C13H8Br3Cl6O_626.625126	626.625126	C13H8Br3Cl6O		C13H5Br3Cl6_607.60725	M+H2O+H[1+]
C4(C13)H13_74.104576	74.104576	C4(C13)H13		C5H12_72.0939	M(C13)+H[1+]
C11H12ClNO3S_273.022093	273.022093	C11H12ClNO3S		C11H12ClNO3S_273.022642	M[1+]
C4H9BrO_151.983131	151.983131	C4H9BrO		C4H9BrO_151.98368	M[1+]
C6H3BrINO2_326.838641	326.838641	C6H3BrINO2		C6H3BrINO2_326.83919	M[1+]
C26H46NO9S_548.288814	548.288814	C26H46NO9S		C26H43NO8S_529.270938	M+H2O+H[1+]
C12H17NaO5S_148.034199	148.034199	C12H17NaO5S		C12H16O5S_272.071845	M+H+Na[2+]
C22H30NNaO3_189.605648	189.605648	C22H30NNaO3		C22H29NO3_355.214744	M+H+Na[2+]
C6H4Cl2N3_187.977679	187.977679	C6H4Cl2N3		C6H3Cl2N3_186.970403	M+H[1+]
C15H30NO3_272.22202	272.22202	C15H30NO3		C15H29NO3_271.214744	M+H[1+]
C86(C13)H156N4O37_925.023572	925.023572	C86(C13)H156N4O37		C87H154N4O37_1847.029192	M(C13)+2H[2+]
C15H19I3N3O7_733.835176	733.835176	C15H19I3N3O7		C15H16I3N3O6_714.8173	M+H2O+H[1+]
C9H22N3O_188.175738	188.175738	C9H22N3O		C9H21N3O_187.168462	M+H[1+]
C14H11Cl3NNaO4_385.972389	385.972389	C14H11Cl3NNaO4		C14H11Cl2NO4_327.006513	M+NaCl[1+]
C16H8BrIN2NaO2_488.870666	488.870666	C16H8BrIN2NaO2		C16H8BrIN2O2_465.88139	M+Na[1+]
C15(C13)H14ClN2O3_106.023616	106.023616	C15(C13)H14ClN2O3		C16H11ClN2O3_314.04582	M(C13)+3H[3+]
C17(C13)H21N_126.084851	126.084851	C17(C13)H21N		C18H19N_249.15175	M(C13)+2H[2+]
C10(C13)H17N2O3_226.126768	226.126768	C10(C13)H17N2O3		C11H16N2O3_224.116092	M(C13)+H[1+]
C16H16I2NaO4_548.903076	548.903076	C16H16I2NaO4		C16H16I2O4_525.9138	M+Na[1+]
C14(C13)H15FO3_131.551412	131.551412	C14(C13)H15FO3		C15H13FO3_260.084872	M(C13)+2H[2+]
C15H20NO_230.153989	230.153989	C15H20NO		C15H22N2O_246.173213	M-NH3+H[1+]
C4(C13)H6N5OS_185.032156	185.032156	C4(C13)H6N5OS		C5H5N5OS_183.02148	M(C13)+H[1+]
C9H22NSi_172.151602	172.151602	C9H22NSi		C9H21NSi_171.144326	M+H[1+]
C7H13ClNO_162.068016	162.068016	C7H13ClNO		C7H9ClO_144.034193	M+NH4[1+]
C13H25NO_211.193065	211.193065	C13H25NO		C13H25NO_211.193614	M[1+]
C5H10NO2_116.070605	116.070605	C5H10NO2		C5H9NO2_115.063329	M+H[1+]
C10H23O4_207.159121	207.159121	C10H23O4		C10H20O3_188.141245	M+H2O+H[1+]
C3F8_187.986677	187.986677	C3F8		C3F8_187.987226	M[1+]
C3H9BCl3N_174.988814	174.988814	C3H9BCl3N		C3H9BCl3N_174.989363	M[1+]
C13H5Cl4F11NO2_555.88936	555.88936	C13H5Cl4F11NO2		C13H2Cl4F11NO_536.871484	M+H2O+H[1+]
C23H44NO4_398.326485	398.326485	C23H44NO4		C23H43NO4_397.319209	M+H[1+]
C45H79NO7P_776.558866	776.558866	C45H79NO7P		C45H78NO7P_775.55159	M+H[1+]
C16H34O2_129.127391	129.127391	C16H34O2		C16H32O2_256.24023	M+2H[2+]
C4H8KOS_142.992362	142.992362	C4H8KOS		C4H8OS_104.029586	M+K[1+]
C16(C13)H19FN3O3_333.143896	333.143896	C16(C13)H19FN3O3		C17H18FN3O3_331.13322	M(C13)+H[1+]
C6H9NOS_143.039936	143.039936	C6H9NOS		C6H9NOS_143.040485	M[1+]
C34H70NaO3P_580.495534	580.495534	C34H70NaO3P		C34H70O3P_557.506258	M+Na[1+]
C11H20ClNaO2_243.112206	243.112206	C11H20ClNaO2		C11H20O2_184.14633	M+NaCl[1+]
C10H19O4_203.127785	203.127785	C10H19O4		C10H18O4_202.120509	M+H[1+]
C52(C13)H100N2O21_550.84208	550.84208	C52(C13)H100N2O21		C53H98N2O21_1098.666208	M(C13)+2H[2+]
C11H7MgO4_227.018956	227.018956	C11H7MgO4		C14H10MgO6_298.03278	M-C3H4O2+H[1+]
C21H39O4_355.284286	355.284286	C21H39O4		C21H38O4_354.27701	M+H[1+]
C54(C13)H97O6_284.910023	284.910023	C54(C13)H97O6		C55H94O6_850.705041	M(C13)+3H[3+]
C9H5Cl4NNaO2_321.896715	321.896715	C9H5Cl4NNaO2		C9H5Cl4NO2_298.907439	M+Na[1+]
C4H5O6S_180.980099	180.980099	C4H5O6S		C4H6O7S_197.983423	M-H2O+H[1+]
C4H3ClN2O_129.992841	129.992841	C4H3ClN2O		C4H3ClN2O_129.99339	M[1+]
C8H5N5NaO4S3_353.939643	353.939643	C8H5N5NaO4S3		C8H5N5O4S3_330.950367	M+Na[1+]
C10H4F17I_573.908081	573.908081	C10H4F17I		C10H4F17I_573.90863	M[1+]
C4H9NaO3_129.052191	129.052191	C4H9NaO3		C3H8O_60.057515	M+HCOONa[1+]
C24H37O2_357.278771	357.278771	C24H37O2		C24H38O3_374.282095	M-H2O+H[1+]
C5(C13)H6O4_143.02946	143.02946	C5(C13)H6O4		C6H6O4_142.026609	M(C13)[1+]
C15(C13)H14N2O4_149.54883	149.54883	C15(C13)H14N2O4		C16H12N2O4_296.079707	M(C13)+2H[2+]
C4H2F7I_309.908391	309.908391	C4H2F7I		C4H2F7I_309.90894	M[1+]
C3H4F2O_94.022472	94.022472	C3H4F2O		C3H4F2O_94.023021	M[1+]
C18H33O_265.252641	265.252641	C18H33O		C18H35NO_281.271865	M-NH3+H[1+]
C20H33N4O2_361.2598	361.2598	C20H33N4O2		C20H29N3O2_343.225977	M+NH4[1+]
C15H23O4_267.159085	267.159085	C15H23O4		C15H22O4_266.151809	M+H[1+]
C11H6BrF3NO3_335.947766	335.947766	C11H6BrF3NO3		C11H5BrF3NO3_334.94049	M+H[1+]
C41H73_565.570708	565.570708	C41H73		C42H72O2_608.553232	M-CO2+H[1+]
C28H49NO7P_542.324115	542.324115	C28H49NO7P		C28H48NO7P_541.316839	M+H[1+]
C10H16ClN2NaS4_350.985507	350.985507	C10H16ClN2NaS4		C10H16N2S4_292.019631	M+NaCl[1+]
C6H3ClHgN2NaO5_442.932968	442.932968	C6H3ClHgN2NaO5		C6H3ClHgN2O5_419.943692	M+Na[1+]
C7H11O5S_207.032205	207.032205	C7H11O5S		C7H8O4S_188.014329	M+H2O+H[1+]
C18H16Cl3N2NaO_202.010774	202.010774	C18H16Cl3N2NaO		C18H15Cl3N2O_380.024996	M+H+Na[2+]
C18H21_237.163706	237.163706	C18H21		C18H24O2_272.17763	M-H4O2+H[1+]
HCrO3_100.932525	100.932525	HCrO3		CrO3_99.925249	M+H[1+]
C24H29O2S_381.188206	381.188206	C24H29O2S		C24H32O4S_416.20213	M-H4O2+H[1+]
C8H9Br2O_278.901466	278.901466	C8H9Br2O		C8H8Br2O_277.89419	M+H[1+]
C6H10NO2_128.07064	128.07064	C6H10NO2		C6H7NO_109.052764	M+H2O+H[1+]
C7H14NO8P2_302.018951	302.018951	C7H14NO8P2		C7H11NO7P2_283.001075	M+H2O+H[1+]
C40H76ClNNaO8P_788.496731	788.496731	C40H76ClNNaO8P		C40H76NO8P_729.530855	M+NaCl[1+]
C10H15N2_163.122974	163.122974	C10H15N2		C10H14N2_162.115698	M+H[1+]
C43H84N2O6P_755.606151	755.606151	C43H84N2O6P		C43H83N2O6P_754.598875	M+H[1+]
C10H19N2O_183.149187	183.149187	C10H19N2O		C10H15NO_165.115364	M+NH4[1+]
C12H21N6O2_281.172079	281.172079	C12H21N6O2		C13H20N6O4_324.154603	M-CO2+H[1+]
C4H11Cl2N2NaO2P_242.982796	242.982796	C4H11Cl2N2NaO2P		C4H11Cl2N2O2P_219.99352	M+Na[1+]
C59H100O5_888.756527	888.756527	C59H100O5		C59H100O5_888.757076	M[1+]
C12H24O3_216.171996	216.171996	C12H24O3		C12H24O3_216.172545	M[1+]
C16H30NO2_268.227134	268.227134	C16H30NO2		C17H29NO4_311.209658	M-CO2+H[1+]
C2H3F3NaO_123.002875	123.002875	C2H3F3NaO		C2H3F3O_100.013599	M+Na[1+]
C11H12BrClN5NaO_367.988399	367.988399	C11H12BrClN5NaO		C11H12BrN5O_309.022523	M+NaCl[1+]
C3H6NO2S_120.011305	120.011305	C3H6NO2S		C3H9NO4S_155.025229	M-H4O2+H[1+]
C2H10O4PS_161.003227	161.003227	C2H10O4PS		C2H7O3PS_141.985351	M+H2O+H[1+]
C11H9N4O_213.077052	213.077052	C11H9N4O		C11H10N4O2_230.080376	M-H2O+H[1+]
C3H7KO6P_208.9608	208.9608	C3H7KO6P		C3H7O6P_169.998024	M+K[1+]
C10H6F3IO2_341.935911	341.935911	C10H6F3IO2		C10H6F3IO2_341.93646	M[1+]
C16H15FN3O_284.119296	284.119296	C16H15FN3O		C16H18FN3O3_319.13322	M-H4O2+H[1+]
C10H14N3O_192.113138	192.113138	C10H14N3O		C10H13N3O_191.105862	M+H[1+]
C25H47NaO4_435.344457	435.344457	C25H47NaO4		C24H46O2_366.349781	M+HCOONa[1+]
C5(C13)H7O3_128.04237	128.04237	C5(C13)H7O3		C6H6O3_126.031694	M(C13)+H[1+]
C21(C13)H29N2O3S_134.063814	134.063814	C21(C13)H29N2O3S		C22H26N2O3S_398.166413	M(C13)+3H[3+]
C13H18NNaO4_276.120605	276.120605	C13H18NNaO4		C12H17NO2_207.125929	M+HCOONa[1+]
C3H8KNO2S_161.998496	161.998496	C3H8KNO2S		C2H7NS_77.02992	M+HCOOK[1+]
C15H27NaO4_295.187956	295.187956	C15H27NaO4		C14H26O2_226.19328	M+HCOONa[1+]
C(C13)H9O7P2_207.985203	207.985203	C(C13)H9O7P2		C2H8O7P2_205.974527	M(C13)+H[1+]
C9H12Br2N2O_321.931091	321.931091	C9H12Br2N2O		C9H12Br2N2O_321.93164	M[1+]
C16H29O4_285.206071	285.206071	C16H29O4		C16H26O3_266.188195	M+H2O+H[1+]
C8H8N3O4_210.050981	210.050981	C8H8N3O4		C8H10N4O4_226.070205	M-NH3+H[1+]
C7H13NaO6_217.068235	217.068235	C7H13NaO6		C6H12O4_148.073559	M+HCOONa[1+]
C32H62NaO5_549.449001	549.449001	C32H62NaO5		C32H62O5_526.459725	M+Na[1+]
C5H7KO2S_170.987597	170.987597	C5H7KO2S		C4H6S_86.019021	M+HCOOK[1+]
C8H5BrF2NaO2S_304.905446	304.905446	C8H5BrF2NaO2S		C8H5BrF2O2S_281.91617	M+Na[1+]
C30H52NO4_490.389083	490.389083	C30H52NO4		C30H48O4_472.35526	M+NH4[1+]
C2H3Cl2F2_134.957438	134.957438	C2H3Cl2F2		C2H2Cl2F2_133.950162	M+H[1+]
C16H28KN2O4_351.167683	351.167683	C16H28KN2O4		C16H28N2O4_312.204907	M+K[1+]
C56H113NO9P_974.814782	974.814782	C56H113NO9P		C56H110NO8P_955.796906	M+H2O+H[1+]
C44H75NO8P_776.52241	776.52241	C44H75NO8P		C44H78NO10P_811.536334	M-H4O2+H[1+]
C11H19ClN5O_272.127299	272.127299	C11H19ClN5O		C11H16ClN5_253.109423	M+H2O+H[1+]
C7H6Cl3N2O2_254.948936	254.948936	C7H6Cl3N2O2		C7H5Cl3N2O2_253.94166	M+H[1+]
C14H17N2NaO6S3_214.0068	214.0068	C14H17N2NaO6S3		C14H16N2O6S3_404.017048	M+H+Na[2+]
C14H12Cl2NNaO3_336.016447	336.016447	C14H12Cl2NNaO3		C14H12ClNO3_277.050571	M+NaCl[1+]
C14(C13)H16O3S_138.542159	138.542159	C14(C13)H16O3S		C15H14O3S_274.066365	M(C13)+2H[2+]
C9H11N4O2S_239.059802	239.059802	C9H11N4O2S		C10H12N4O4S_284.057926	M-HCOOH+H[1+]
H6O5P_116.994771	116.994771	H6O5P		H3O4P_97.976895	M+H2O+H[1+]
C13H11O2S_231.047506	231.047506	C13H11O2S		C14H12O4S_276.04563	M-HCOOH+H[1+]
C9H6ClNaO2_205.002655	205.002655	C9H6ClNaO2		C9H6O2_146.036779	M+NaCl[1+]
C25H53O7_465.37858	465.37858	C25H53O7		C25H52O7_464.371304	M+H[1+]
H8NO4Si_114.021708	114.021708	H8NO4Si		H4O4Si_95.987885	M+NH4[1+]
C16H18KN2O5S_389.056418	389.056418	C16H18KN2O5S		C16H18N2O5S_350.093642	M+K[1+]
C69H109NaO6_528.405572	528.405572	C69H109NaO6		C69H108O6_1032.814591	M+H+Na[2+]
C7H9ClN7NaO3_298.042562	298.042562	C7H9ClN7NaO3		C6H8ClN7O_229.047886	M+HCOONa[1+]
C10H14N3O4_240.097847	240.097847	C10H14N3O4		C10H15N3O5_257.101171	M-H2O+H[1+]
C22H27F3NO7_158.057439	158.057439	C22H27F3NO7		C22H24F3NO7_471.150487	M+3H[3+]
C36H68NO5_594.509198	594.509198	C36H68NO5		C36H64O5_576.475375	M+NH4[1+]
C27H28FN4_427.229216	427.229216	C27H28FN4		C27H29FN4O_444.23254	M-H2O+H[1+]
C22H30FNaO6_216.095685	216.095685	C22H30FNaO6		C22H29FO6_408.194817	M+H+Na[2+]
C25H44NO3S_438.30372	438.30372	C25H44NO3S		C26H45NO5S_483.301844	M-HCOOH+H[1+]
C24H49NaO2_196.180992	196.180992	C24H49NaO2		C24H48O2_368.365431	M+H+Na[2+]
C4H3O2_83.012685	83.012685	C4H3O2		C4H6O4_118.026609	M-H4O2+H[1+]
C16H15ClFN2_289.09031	289.09031	C16H15ClFN2		C17H16ClFN2O2_334.088434	M-HCOOH+H[1+]
C23(C13)H28NO2_121.071186	121.071186	C23(C13)H28NO2		C24H25NO2_359.188529	M(C13)+3H[3+]
C4H8OS2_136.001107	136.001107	C4H8OS2		C4H8OS2_136.001656	M[1+]
C17(C13)H16ClFN3O_115.032716	115.032716	C17(C13)H16ClFN3O		C18H13ClFN3O_341.073118	M(C13)+3H[3+]
C10H18Na_161.130127	161.130127	C10H18Na		C10H18_138.140851	M+Na[1+]
C12H7Cl6O_376.862172	376.862172	C12H7Cl6O		C13H6Cl6O2_403.849896	M-CO+H[1+]
C34H64NaO4_559.469737	559.469737	C34H64NaO4		C34H64O4_536.480461	M+Na[1+]
C13H23O_195.174371	195.174371	C13H23O		C16H26O3_266.188195	M-C3H4O2+H[1+]
C19H33F2O4_363.234057	363.234057	C19H33F2O4		C20H32F2O5_390.221781	M-CO+H[1+]
C19H21N8O3_409.173192	409.173192	C19H21N8O3		C20H22N8O5_454.171316	M-HCOOH+H[1+]
C6H14NO3_148.096855	148.096855	C6H14NO3		C6H13NO3_147.089543	M+H[1+]
C4H5NNaO2S2_185.965446	185.965446	C4H5NNaO2S2		C4H5NO2S2_162.97617	M+Na[1+]
C16H26NO3_280.190755	280.190755	C16H26NO3		C16H23NO2_261.172879	M+H2O+H[1+]
C9H17_125.132526	125.132526	C9H17		C9H19N_141.15175	M-NH3+H[1+]
C11H17N4_205.144802	205.144802	C11H17N4		C12H16N4O2_248.127326	M-CO2+H[1+]
C6H8ClNaO6_234.997964	234.997964	C6H8ClNaO6		C6H8O6_176.032088	M+NaCl[1+]
C8H6O2_134.03623	134.03623	C8H6O2		C8H6O2_134.036779	M[1+]
C7H11_95.085526	95.085526	C7H11		C7H10_94.07825	M+H[1+]
C20H32N5_342.265251	342.265251	C20H32N5		C21H31N5O2_385.247775	M-CO2+H[1+]
C8H6ClNNaO3_221.992897	221.992897	C8H6ClNNaO3		C8H6ClNO3_199.003621	M+Na[1+]
C10H14KN2O5_281.053048	281.053048	C10H14KN2O5		C10H14N2O5_242.090272	M+K[1+]
C17(C13)H17N4O5S_134.031173	134.031173	C17(C13)H17N4O5S		C18H14N4O5S_398.06849	M(C13)+3H[3+]
C14H19N3O2_261.147178	261.147178	C14H19N3O2		C14H19N3O2_261.147727	M[1+]
C8(C13)H11_120.088926	120.088926	C8(C13)H11		C9H10_118.07825	M(C13)+H[1+]
C13H18NO2_220.133205	220.133205	C13H18NO2		C13H17NO2_219.125929	M+H[1+]
C2H7NNa_68.047125	68.047125	C2H7NNa		C2H7N_45.057849	M+Na[1+]
C20H44NO4_362.326483	362.326483	C20H44NO4		C20H40O4_344.29266	M+NH4[1+]
C8H3Cl2F3N_239.958915	239.958915	C8H3Cl2F3N		C8H2Cl2F3N_238.951639	M+H[1+]
C4F7N_194.991347	194.991347	C4F7N		C4F7N_194.991896	M[1+]
C3H4KNO5_173.979869	173.979869	C3H4KNO5		C2H3NO3_89.011293	M+HCOOK[1+]
C4H6ClNaO9S_288.939129	288.939129	C4H6ClNaO9S		C4H6O9S_229.973253	M+NaCl[1+]
C3H7NO4S_153.009029	153.009029	C3H7NO4S		C3H7NO4S_153.009578	M[1+]
C8H16NO4_190.107384	190.107384	C8H16NO4		C8H15NO4_189.100108	M+H[1+]
CH2Cl3Na_142.919231	142.919231	CH2Cl3Na		CH2Cl2_83.953355	M+NaCl[1+]
C24H51NO7P_496.339765	496.339765	C24H51NO7P		C24H50NO7P_495.332489	M+H[1+]
C6H13Ge2O8_360.902884	360.902884	C6H13Ge2O8		C6H10Ge2O7_341.885008	M+H2O+H[1+]
C7H12Cl3O6_296.969312	296.969312	C7H12Cl3O6		C8H11Cl3O7_323.957036	M-CO+H[1+]
C16H29O3_269.211156	269.211156	C16H29O3		C16H26O2_250.19328	M+H2O+H[1+]
C3H9NNaO_98.05769	98.05769	C3H9NNaO		C3H9NO_75.068414	M+Na[1+]
C6H14S3_182.025214	182.025214	C6H14S3		C6H14S3_182.025763	M[1+]
C8H21N4O3_221.160852	221.160852	C8H21N4O3		C8H18N4O2_202.142976	M+H2O+H[1+]
C39H57O_541.440307	541.440307	C39H57O		C40H56O2_568.428031	M-CO+H[1+]
C3H10NO6S_188.022369	188.022369	C3H10NO6S		C3H7NO5S_169.004493	M+H2O+H[1+]
C15H12BrN3NaO3S_415.967556	415.967556	C15H12BrN3NaO3S		C15H12BrN3O3S_392.97828	M+Na[1+]
C11H13(Cl37)ClN2O5_325.016803	325.016803	C11H13(Cl37)ClN2O5		C11H12Cl2N2O5_322.012327	M(Cl37)+H[1+]
C14H28NO7_322.186064	322.186064	C14H28NO7		C14H25NO6_303.168188	M+H2O+H[1+]
C6H4O3S2_187.959637	187.959637	C6H4O3S2		C6H4O3S2_187.960186	M[1+]
C21(C13)H32NO_327.251241	327.251241	C21(C13)H32NO		C22H31NO_325.240565	M(C13)+H[1+]
C15H21O4_265.143435	265.143435	C15H21O4		C15H20O4_264.136159	M+H[1+]
C10H15O3_183.101606	183.101606	C10H15O3		C10H12O2_164.08373	M+H2O+H[1+]
C15H24NO2_250.180155	250.180155	C15H24NO2		C15H23NO2_249.172879	M+H[1+]
C11H10NO2_188.070654	188.070654	C11H10NO2		C11H12N2O2_204.089878	M-NH3+H[1+]
C2(C13)H9NO6P_187.0196	187.0196	C2(C13)H9NO6P		C3H8NO6P_185.008924	M(C13)+H[1+]
C13H23O6_275.148994	275.148994	C13H23O6		C14H24O8_320.147118	M-HCOOH+H[1+]
C43H67ClNNaO12_848.432203	848.432203	C43H67ClNNaO12		C43H67NO12_789.466327	M+NaCl[1+]
C10(C13)H20NO4_231.142084	231.142084	C10(C13)H20NO4		C11H19NO4_229.131408	M(C13)+H[1+]
C15H14NO_224.106955	224.106955	C15H14NO		C15H15NO2_241.110279	M-H2O+H[1+]
H4NO4_82.013519	82.013519	H4NO4		HNO3_62.995643	M+H2O+H[1+]
C6H9N2_109.076073	109.076073	C6H9N2		C6H11N3_125.095297	M-NH3+H[1+]
CH8OPS_99.002827	99.002827	CH8OPS		C2H7O3PS_141.985351	M-CO2+H[1+]
C6H15KNO8P_300.02445	300.02445	C6H15KNO8P		C5H14NO6P_215.055874	M+HCOOK[1+]
C10H14F3N2O6_315.079882	315.079882	C10H14F3N2O6		C10H11F3N2O5_296.062006	M+H2O+H[1+]
C24(C13)H39O8_156.088682	156.088682	C24(C13)H39O8		C25H36O8_464.241018	M(C13)+3H[3+]
C10H7Cl3N3NaO_313.962493	313.962493	C10H7Cl3N3NaO		C10H7Cl2N3O_254.996617	M+NaCl[1+]
C52(C13)H96NO8P_453.344829	453.344829	C52(C13)H96NO8P		C53H94NO8P_903.671706	M(C13)+2H[2+]
C7H5ClO_140.002344	140.002344	C7H5ClO		C7H5ClO_140.002893	M[1+]
C22H45Cl2N_393.292357	393.292357	C22H45Cl2N		C22H45Cl2N_393.292906	M[1+]
C11H20O2_184.145781	184.145781	C11H20O2		C11H20O2_184.14633	M[1+]
C8H10KN4O2_233.043152	233.043152	C8H10KN4O2		C8H10N4O2_194.080376	M+K[1+]
C7H13N2O_141.102154	141.102154	C7H13N2O		C8H12N2O2_168.089878	M-CO+H[1+]
C10H11N4NaO2S_137.024499	137.024499	C10H11N4NaO2S		C10H10N4O2S_250.052446	M+H+Na[2+]
C7H6KO2S_192.971626	192.971626	C7H6KO2S		C7H6O2S_154.00885	M+K[1+]
C13H21O_193.158691	193.158691	C13H21O		C13H20O_192.151415	M+H[1+]
C7H14O_114.103916	114.103916	C7H14O		C7H14O_114.104465	M[1+]
C15(C13)H19N3O9S_430.087051	430.087051	C15(C13)H19N3O9S		C16H19N3O9S_429.0842	M(C13)[1+]
C41H84N2O6P_731.606151	731.606151	C41H84N2O6P		C41H83N2O6P_730.598875	M+H[1+]
C5H8Cl3O4_236.948297	236.948297	C5H8Cl3O4		C8H11Cl3O6_307.962121	M-C3H4O2+H[1+]
C16(C13)H21NO4_152.07468	152.07468	C16(C13)H21NO4		C17H19NO4_301.131408	M(C13)+2H[2+]
C6H12NaO7_219.047579	219.047579	C6H12NaO7		C6H12O7_196.058303	M+Na[1+]
C6H10O3S_162.034516	162.034516	C6H10O3S		C6H10O3S_162.035065	M[1+]
C18H35O2_283.263156	283.263156	C18H35O2		C18H34O2_282.25588	M+H[1+]
C9(C13)H16N2O4_114.556655	114.556655	C9(C13)H16N2O4		C10H14N2O4_226.095357	M(C13)+2H[2+]
C18H17Cl3O8_232.998902	232.998902	C18H17Cl3O8		C18H15Cl3O8_463.983251	M+2H[2+]
CHCaNaO2_108.957267	108.957267	CHCaNaO2		Ca_39.962591	M+HCOONa[1+]
C10H18NO3_200.128119	200.128119	C10H18NO3		C10H17NO3_199.120843	M+H[1+]
C21H22ClN2O8_465.105919	465.105919	C21H22ClN2O8		C21H21ClN2O8_464.098643	M+H[1+]
C18H34NO8_392.227891	392.227891	C18H34NO8		C18H30O8_374.194068	M+NH4[1+]
C6(C13)H10ClO_146.044869	146.044869	C6(C13)H10ClO		C7H9ClO_144.034193	M(C13)+H[1+]
C11H14NO3_208.096855	208.096855	C11H14NO3		C11H13NO3_207.089543	M+H[1+]
C12H24NO2_214.18019	214.18019	C12H24NO2		C12H21NO_195.162314	M+H2O+H[1+]
C11H13ClKNO4_298.024232	298.024232	C11H13ClKNO4		C10H12ClNO2_213.055656	M+HCOOK[1+]
C5(C13)H9N3O2_156.072328	156.072328	C5(C13)H9N3O2		C6H9N3O2_155.069477	M(C13)[1+]
C46H77KO4_733.553108	733.553108	C46H77KO4		C45H76O2_648.584532	M+HCOOK[1+]
C8H11O5S_219.032206	219.032206	C8H11O5S		C8H8O4S_200.01433	M+H2O+H[1+]
C5H14NO2_120.101903	120.101903	C5H14NO2		C5H10O2_102.06808	M+NH4[1+]
C45H79_619.617593	619.617593	C45H79		C45H80O_636.620917	M-H2O+H[1+]
C39H58N2O_570.454401	570.454401	C39H58N2O		C39H55N2_551.436525	M+H2O+H[1+]
C4H6NaO3_125.02097	125.02097	C4H6NaO3		C4H6O3_102.031694	M+Na[1+]
C36H65O6_593.477601	593.477601	C36H65O6		C36H62O5_574.459725	M+H2O+H[1+]
CH2NNaO2S_114.9699	114.9699	CH2NNaO2S		CH2NO2S_91.980624	M+Na[1+]
C4H14NO2P_139.075745	139.075745	C4H14NO2P		C5H15NO4P_184.073869	M-HCOOH+H[1+]
C8H6NO_132.044354	132.044354	C8H6NO		C8H7NO2_149.047678	M-H2O+H[1+]
C17H18NO3_284.128084	284.128084	C17H18NO3		C17H19NO4_301.131408	M-H2O+H[1+]
C43(C13)H77O13P2_292.161832	292.161832	C43(C13)H77O13P2		C44H74O13P2_872.460466	M(C13)+3H[3+]
C16(C13)H29N2O3_310.220669	310.220669	C16(C13)H29N2O3		C17H28N2O3_308.209993	M(C13)+H[1+]
C4H8NaO2S2_174.985847	174.985847	C4H8NaO2S2		C4H8O2S2_151.996571	M+Na[1+]
C4H10FN2O4_169.061946	169.061946	C4H10FN2O4		C4H7FN2O3_150.04407	M+H2O+H[1+]
C41(C13)H79NO10P_263.181904	263.181904	C41(C13)H79NO10P		C42H76NO10P_785.520684	M(C13)+3H[3+]
C3H7NNaO2_112.036954	112.036954	C3H7NNaO2		C3H7NO2_89.047678	M+Na[1+]
C7H10ClN2O5S_268.999381	268.999381	C7H10ClN2O5S		C7H7ClN2O4S_249.981505	M+H2O+H[1+]
C8H6Cl4NaO_280.906552	280.906552	C8H6Cl4NaO		C8H6Cl4O_257.917276	M+Na[1+]
C5H9NNaO4_170.042434	170.042434	C5H9NNaO4		C5H9NO4_147.053158	M+Na[1+]
C30H51O9_185.117221	185.117221	C30H51O9		C30H48O9_552.329833	M+3H[3+]
CH3ClNaSi_100.95853	100.95853	CH3ClNaSi		CH3ClSi_77.969254	M+Na[1+]
C2(C13)H3F6O_170.01166	170.01166	C2(C13)H3F6O		C3H2F6O_168.000984	M(C13)+H[1+]
C5H5O3_113.023369	113.023369	C5H5O3		C5H7NO3_129.042593	M-NH3+H[1+]
C20H45N5NaO_394.351687	394.351687	C20H45N5NaO		C20H45N5O_371.362411	M+Na[1+]
C3HCl2F5Na_224.926822	224.926822	C3HCl2F5Na		C3HCl2F5_201.937546	M+Na[1+]
C2H3ClNNaO3_147.977169	147.977169	C2H3ClNNaO3		C2H3NO3_89.011293	M+NaCl[1+]
C4HF8KO2_272.955802	272.955802	C4HF8KO2		C3F8_187.987226	M+HCOOK[1+]
C5H9O8S_229.001179	229.001179	C5H9O8S		C6H8O9S_255.988903	M-CO+H[1+]
C4H7NNaOS_140.014111	140.014111	C4H7NNaOS		C4H7NOS_117.024835	M+Na[1+]
CHN2NaO2_97.000824	97.000824	CHN2NaO2		N2_28.006148	M+HCOONa[1+]
C14(C13)H25O4_90.058946	90.058946	C14(C13)H25O4		C15H22O4_266.151809	M(C13)+3H[3+]
C8H13O4_173.080835	173.080835	C8H13O4		C8H12O4_172.073559	M+H[1+]
C7H15KNO10P_344.014279	344.014279	C7H15KNO10P		C6H14NO8P_259.045703	M+HCOOK[1+]
C7H3F15IO_514.898396	514.898396	C7H3F15IO		C7F15I_495.88052	M+H2O+H[1+]
C23H31F2O5_425.213321	425.213321	C23H31F2O5		C24H30F2O6_452.201045	M-CO+H[1+]
C39H65O4_597.487701	597.487701	C39H65O4		C39H66O5_614.491025	M-H2O+H[1+]
C25H43NO7P_500.277165	500.277165	C25H43NO7P		C25H42NO7P_499.269889	M+H[1+]
C17H26N5O_316.213184	316.213184	C17H26N5O		C17H22N4O_298.179361	M+NH4[1+]
C18(C13)H15O2_92.036253	92.036253	C18(C13)H15O2		C19H12O2_272.08373	M(C13)+3H[3+]
